_unit_id,segmented_body,languagecomment
1222309663,,-2
1222309653,,-1
1222309652,,-1
1222309646,,-1
1222309595,,-1
1222287966,,-1
1222287961,,0
1222293454,,0
1222302380,,-1
1222278932,,0
1222305973,,-1
1222305950,,-1
1222305930,,-1
1222305907,,-1
1222309227,,-1
1222309157,,-1
1222296936,,-1
1222294065,,-1
1222307764,,-1
1222291617,,-1
1222294240,,-1
1222301873,,-1
1222288780,,0
1222288683,,0
1222291691,,-1
1222291650,,0
1222298581,,-1
1222298575,,0
1222298506,,0
1222298504,,-1
1222280260,,-1
1222298627,,-1
1222298434,,-1
1222298382,,0
1222284789,,-1
1222298000,,0
1222293818,,-1
1222291850,,-1
1222291840,,-1
1222291834,,-1
1222299284,,-1
1222288064,,0
1222288016,,-1
1222280038,,-1
1222302202,,-1
1222302198,,-1
1222302191,,0
1222302184,,-1
1222302178,,-1
1222302161,,-1
1222302156,,0
1222302138,,-1
1222302137,,0
1222302130,,0
1222302110,,0
1222302108,,-1
1222302088,,-1
1222302087,,-1
1222302068,,-1
1222301847,,-1
1222285654,,-1
1222280184,,0
1222309537,,-1
1222300655,,0
1222290426,,0
1222290350,,-1
1222300028,,-1
1222301236,,-1
1222278741,,0
1222308825,,-1
1222307929,,-2
1222287818,,-1
1222287803,,-1
1222287802,,-1
1222287785,,-1
1222287774,,-1
1222287772,,-1
1222287722,,-1
1222289619,,-1
1222287130,,0
1222287124,,-1
1222287099,,-1
1222289989,,-1
1222289069,,-1
1222300253,,-1
1222297612,,-1
1222299092,,-1
1222284401,,-1
1222300903,,-1
1222289267,,0
1222303603,,-2
1222291196,,-1
1222302507,,-1
1222302477,,-1
1222302448,,-1
1222286967,,0
1222281112,,-1
1222280421,,-1
1222293565,,-1
1222293562,,-1
1222293561,,-1
1222293556,,-1
1222293423,,-1
1222309075,,-1
1222308956,,-1
1222288149,,0
1222294207,,-1
1222303432,,-1
1222284435,,-1
1222287550,,-1
1222287533,,-1
1222308162,,-1
1222293849,,-1
1222293844,,0
1222302208,,0
1222302193,,-1
1222302159,,-1
1222302142,,-1
1222302049,,-1
1222302022,,-1
1222302014,,0
1222282992,,-1
1222282987,,0
1222282965,,0
1222282912,,-1
1222308633,,-1
1222279356,,-1
1222305982,,-1
1222305981,,-1
1222305945,,-1
1222295552,,-1
1222295446,,-1
1222295421,,-1
1222295420,,-1
1222300631,,-1
1222300294,,-1
1222304578,,-1
1222304553,,-1
1222304531,,-1
1222304523,,-1
1222295461,,-1
1222295458,,-1
1222295455,,0
1222281207,,-1
1222290895,,-1
1222305770,,0
1222293220,,-1
1222292757,,0
1222304557,,-1
1222294247,,-1
1222294203,,-1
1222305307,,-1
1222296527,,-1
1222296500,,-1
1222294103,,-1
1222294057,,-1
1222293907,,-1
1222293842,,-1
1222293748,,-1
1222293747,,-1
1222293605,,-2
1222293571,,-1
1222293563,,-1
1222293476,,0
1222286545,,-1
1222304401,,-1
1222304367,,-1
1222302402,,0
1222284931,,-1
1222284775,,-1
1222292433,,-1
1222290554,,-1
1222309186,,-1
1222309154,,-1
1222309143,,-1
1222309003,,0
1222289274,,0
1222289269,,0
1222289268,,-1
1222289264,,-1
1222289263,,-1
1222289258,,-1
1222289244,,-1
1222289215,,0
1222288961,,-1
1222288625,,-1
1222298579,,-1
1222299247,,0
1222287462,,-1
1222281997,,-1
1222281981,,-1
1222288092,,-1
1222300405,,-1
1222300379,,0
1222291794,,0
1222291453,,-1
1222291366,,-1
1222289743,,-1
1222289735,,-1
1222284729,,0
1222284726,,0
1222284714,,-1
1222284705,,-1
1222284695,,-1
1222284691,,-1
1222284690,,-1
1222284687,,-1
1222284681,,-1
1222284660,,-1
1222284589,,-1
1222284567,,0
1222284562,,-1
1222293289,,-1
1222293216,,-1
1222306012,,-1
1222306249,,-1
1222306067,,-1
1222305298,,-1
1222305265,,0
1222305259,,-1
1222295287,,-1
1222295068,,-1
1222289972,,-1
1222289875,,-1
1222291862,,-1
1222297770,,-2
1222297690,,-2
1222297236,,0
1222297218,,0
1222296651,,-1
1222306741,,-1
1222306739,,-1
1222306716,,-1
1222306693,,-1
1222306656,,-1
1222306561,,-2
1222306260,,-1
1222309720,,-1
1222282307,,-1
1222281702,,-1
1222288951,,-1
1222285341,,-1
1222301020,,-1
1222300986,,-1
1222305236,,-1
1222284104,,0
1222284016,,-1
1222283168,,-1
1222296224,,-1
1222296199,,-1
1222296192,,-1
1222296172,,-1
1222296130,,-1
1222296109,,-1
1222303270,,-2
1222302569,,-1
1222309919,,-1
1222293266,,0
1222286213,,0
1222286146,,-2
1222293904,,-1
1222300056,,-1
1222284551,,-1
1222300760,"""",0
1222299405,,-1
1222299404,,-1
1222299375,,-1
1222299325,,-1
1222299313,,0
1222299311,,-1
1222299278,,-1
1222299045,,-1
1222296076,,-1
1222286388,,-1
1222295023,,-1
1222294753,,-1
1222286300,,-1
1222290948,,-1
1222290514,,0
1222304957,,-1
1222282583,,-1
1222287824,,-1
1222284041,,-1
1222295122,,-1
1222292234,,-1
1222298826,,-1
1222281671,,-1
1222280603,,-1
1222303953,,-1
1222303947,,-1
1222308282,,-1
1222284013,,-1
1222283912,,-1
1222280889,,-1
1222307700,,-1
1222307697,,-1
1222307679,,-1
1222306113,,-1
1222306066,,-1
1222289639,,-1
1222289606,,-1
1222289555,,-1
1222289081,,-1
1222301749,,0
1222290109,,-1
1222280310,,0
1222279812,,-1
1222300586,,0
1222300554,,-1
1222300552,,-1
1222300551,,-1
1222300522,,-1
1222296148,,-1
1222296113,,-1
1222305872,,-1
1222305867,,-1
1222285232,,-1
1222285136,,-1
1222284671,,-1
1222284668,,-1
1222284646,,-1
1222284636,,-1
1222284535,,-1
1222281982,,-1
1222281973,,-1
1222289512,,-1
1222285588,,-1
1222286033,,-2
1222300146,,-1
1222291075,,-1
1222291069,,-1
1222307974,,-1
1222301598,,0
1222301259,,-1
1222301123,,-1
1222301077,,-1
1222296524,,-1
1222281033,,-1
1222281029,,0
1222280987,,-1
1222280929,,0
1222284222,,-1
1222304227,,-1
1222304226,,-1
1222304154,,-1
1222304025,,-1
1222301228,,0
1222301221,,-1
1222296029,,-1
1222296013,,-1
1222286576,,-2
1222282645,,-1
1222282633,,-1
1222287451,,-1
1222306441,,-1
1222306323,,-1
1222281972,,-1
1222288962,,-1
1222288821,,-1
1222288708,,0
1222302910,,-1
1222284724,,-1
1222284692,,-1
1222284669,,-1
1222294965,,-1
1222278959,,-1
1222306672,,-1
1222306562,,0
1222282200,,-1
1222293439,,-1
1222289661,,-1
1222300163,,-1
1222300160,,-1
1222306548,,-1
1222291901,,0
1222293032,,0
1222293021,,-1
1222293014,,-1
1222308941,,-1
1222292984,,-1
1222308174,,-1
1222308081,,-1
1222292416,,-1
1222300548,,-1
1222284932,,-1
1222284838,,-1
1222284763,,-1
1222283980,,-1
1222283946,,0
1222283889,,-1
1222283880,,0
1222283860,,-1
1222286260,,-1
1222305799,,-1
1222307819,,-1
1222293910,,-1
1222293901,,-1
1222293877,,-1
1222293762,,0
1222293156,,-1
1222287274,,-1
1222302853,,-1
1222279856,,0
1222288966,,-1
1222309715,,-1
1222308420,,-2
1222308378,,-1
1222308377,,-1
1222294429,,0
1222294419,,0
1222280651,,-1
1222280587,,-1
1222305957,,-1
1222299090,,-1
1222299086,,-1
1222299077,,-1
1222299058,,-1
1222298961,,-1
1222309608,,-2
1222309598,,-1
1222297245,,-1
1222310325,,0
1222307503,,-1
1222305477,,-1
1222305414,,-1
1222305383,,-1
1222305361,,0
1222305285,,-1
1222305232,,-1
1222305229,,-1
1222305147,,-1
1222297737,,-2
1222287816,,-1
1222292429,,0
1222292361,,-1
1222292359,,-1
1222309675,,-1
1222309085,,-1
1222309082,,-1
1222309064,,-1
1222308960,,0
1222308926,,0
1222308901,,0
1222308730,,0
1222308570,,-1
1222308554,,-1
1222308434,,-1
1222308386,,-1
1222308339,,-1
1222308321,,-1
1222287145,,-1
1222301724,,0
1222293464,,-1
1222293441,,-1
1222310584,,-1
1222284420,,-1
1222284283,,-1
1222306415,,-1
1222300232,,-2
1222305600,,-1
1222305593,,-1
1222305297,,-1
1222304953,,-1
1222278742,,-1
1222306936,,-1
1222306738,,-1
1222306680,,-1
1222306599,,-1
1222306233,,-1
1222306192,,-1
1222298873,,0
1222306265,,-1
1222306262,,-1
1222306252,,-1
1222306250,,-1
1222306236,,-1
1222291574,,0
1222304615,,-1
1222292013,,-1
1222291953,,-1
1222291571,,0
1222288094,,-1
1222288075,,0
1222287999,,-1
1222287997,,-1
1222287895,,-1
1222302252,,-1
1222301930,,-1
1222299508,,0
1222299457,,-1
1222299418,,0
1222299286,,-1
1222302444,,-1
1222301988,,-2
1222289958,,-1
1222303502,,0
1222303495,,-1
1222303261,,-1
1222303259,,-1
1222303256,,-1
1222303255,,-1
1222303242,,-1
1222303230,,-1
1222303219,,-1
1222303214,,-1
1222303213,,-1
1222303212,,-1
1222303211,,-1
1222303209,,-1
1222303206,,-1
1222303183,,0
1222303178,,-1
1222303174,,-1
1222303160,,-1
1222303159,,-1
1222303156,,-1
1222303153,,-1
1222303150,,-1
1222303135,,-1
1222303132,,-1
1222303103,,-1
1222303090,,-1
1222302958,,0
1222289054,,-1
1222289042,,-1
1222295901,,-1
1222295860,,0
1222295578,,0
1222302351,,-1
1222302340,,0
1222289501,,0
1222306827,,-1
1222302570,,-1
1222302566,,-1
1222302527,,-1
1222290190,,0
1222290168,,-1
1222290149,,-1
1222300874,,-1
1222300858,,-1
1222300839,,0
1222278478,,-1
1222281609,,-1
1222299472,,-1
1222287839,,0
1222287718,,-1
1222292870,,-1
1222280355,,-1
1222290092,,0
1222290083,,-1
1222290081,,-1
1222289986,,0
1222289985,,-1
1222289983,,-1
1222289955,,-1
1222282844,,-1
1222282801,,-1
1222299639,,-1
1222296213,,-1
1222296212,,-1
1222296190,,-1
1222295234,,-1
1222281163,,-1
1222280712,,-1
1222302345,,-1
1222302217,,-1
1222304253,,-1
1222303861,,0
1222303860,,-1
1222303846,,-1
1222303091,,-1
1222300815,,-2
1222289762,,-1
1222291176,,-1
1222306343,,-1
1222287891,,-1
1222287821,,-1
1222301959,,-1
1222307779,,0
1222289414,,-1
1222300541,,-1
1222300442,,-1
1222303597,,-1
1222280078,,-1
1222294861,,-1
1222294821,"""",-1
1222287236,,-1
1222287207,,-1
1222310385,,0
1222288829,,0
1222298472,,-1
1222296796,,-1
1222296758,,-1
1222296757,,-1
1222296692,,-1
1222309909,,-1
1222309210,,-1
1222301106,,-1
1222301105,,-1
1222301086,,-1
1222281495,,-1
1222281454,,-1
1222281446,,-1
1222280965,,-1
1222297584,,-1
1222297453,,-1
1222282536,,-1
1222309361,,0
1222309277,,-1
1222309260,,-1
1222296994,,0
1222296983,,-1
1222296982,,-1
1222296975,,-1
1222293994,,-1
1222293837,,-1
1222285576,,-1
1222285554,,-1
1222285501,,-1
1222307259,,-1
1222289950,,-1
1222286296,,-1
1222295417,,-1
1222288259,,-1
1222288179,,-1
1222283556,,-1
1222310360,,-1
1222304723,,-1
1222304616,,-1
1222286710,,-1
1222286677,,-1
1222286627,,-1
1222286626,,-1
1222286620,,-1
1222286365,,-1
1222282363,,-1
1222282114,,-1
1222282113,,-1
1222282109,,-1
1222282087,,-1
1222282074,,-2
1222282072,,0
1222281892,,0
1222307711,,-1
1222301826,,-1
1222301746,,0
1222301738,,0
1222301671,,-1
1222288992,,-1
1222288967,,-1
1222288782,,-1
1222288743,,0
1222288742,,0
1222288254,,0
1222301029,,-1
1222279466,,-1
1222279374,,-1
1222307357,,-1
1222309410,,-1
1222309392,,-1
1222309386,,-1
1222303518,,-1
1222303369,,-1
1222292972,,0
1222292966,,0
1222292901,,0
1222292796,,0
1222292697,,-1
1222292695,,0
1222292670,,-1
1222292219,,-1
1222307626,,-1
1222297443,,-1
1222279780,,-1
1222279692,,-1
1222291231,,-1
1222307285,,-1
1222307207,,-1
1222307181,,-1
1222307179,,-1
1222299661,,-1
1222291351,,-1
1222293180,,-1
1222280359,,0
1222278894,,-1
1222278892,,0
1222278801,,-1
1222279776,,0
1222279674,,-1
1222309366,,-1
1222309214,,-1
1222297559,,0
1222286205,,-1
1222295286,,-1
1222295238,,0
1222295216,,-1
1222303374,,-1
1222283122,,-1
1222283078,,-1
1222283072,,-1
1222283049,,-1
1222283003,,-1
1222282991,,-1
1222309862,,-1
1222309752,,-1
1222296889,,0
1222300761,,-1
1222303050,,-1
1222289233,,-1
1222297246,,-1
1222297238,,-1
1222297152,,-1
1222292814,,-1
1222292813,,-1
1222291507,,-1
1222291490,,-1
1222291481,,0
1222291480,,0
1222291462,,-1
1222291344,,-1
1222296812,,-1
1222300942,,-1
1222300925,,-1
1222300920,,-1
1222292133,,-1
1222282449,,-1
1222282445,,-1
1222282426,,-1
1222282425,,-1
1222282391,,-1
1222282382,,-1
1222282295,,-1
1222283865,,-1
1222302971,,0
1222302891,,-1
1222300936,,-1
1222300859,,-1
1222300804,,-1
1222300772,,-1
1222300710,,-1
1222308525,,-1
1222308519,,-1
1222308504,,-1
1222308475,,0
1222308473,,-1
1222308458,,0
1222308376,,-1
1222308340,,-1
1222308272,,-1
1222280796,,-1
1222280785,,-1
1222280714,,-1
1222280663,,-1
1222280612,,-1
1222280610,,-1
1222280480,,-1
1222280433,,-1
1222289959,,-1
1222289885,,0
1222289827,,-1
1222289826,,0
1222301585,,-1
1222301448,,-1
1222300418,,-1
1222307061,,-1
1222307044,,0
1222307036,,-1
1222307013,,-1
1222306956,,-1
1222306948,,-1
1222306829,,-2
1222287388,,-1
1222287334,,-1
1222287125,,-1
1222278431,,0
1222278430,,-1
1222278429,,0
1222278428,,-1
1222278427,,0
1222289598,,-1
1222289589,,0
1222289587,,0
1222278439,,0
1222278438,,0
1222299820,,-1
1222299794,,-1
1222299778,,-1
1222278975,,-1
1222278926,,-1
1222294269,,-1
1222278447,,0
1222278446,,-1
1222278445,,0
1222310311,,-1
1222291599,,-1
1222291550,,-1
1222291464,,-1
1222283285,,-1
1222280092,,-1
1222280016,,0
1222278444,,-1
1222278443,,-1
1222278442,,-1
1222278441,,0
1222278440,,0
1222287106,,-1
1222287103,,-1
1222287074,,-1
1222287061,,-1
1222287024,,-1
1222287003,,-1
1222286953,,-1
1222286893,,-1
1222286806,,0
1222278432,,-1
1222304860,,-1
1222304859,,-1
1222304855,,-1
1222304831,,0
1222304816,,-1
1222304806,,-1
1222304805,,-1
1222304783,,-1
1222304771,,-1
1222304737,,-1
1222304716,,-1
1222304712,,-1
1222304694,,-1
1222304690,,-1
1222304686,,0
1222304595,,-1
1222304580,,-1
1222304579,,-1
1222304565,,-1
1222304526,,-1
1222304517,,-1
1222304515,,-1
1222278437,,-1
1222278435,,0
1222278434,,-1
1222278433,,-1
1222278448,,0
1222309191,,-1
1222309173,,-1
1222309169,,-1
1222309155,,-1
1222309140,,-1
1222309110,,0
1222308968,,-1
1222288030,,-1
1222287898,,-1
1222287806,,-1
1222278495,,0
1222278451,,0
1222278450,,0
1222278449,,-1
1222285159,,0
1222285158,,-1
1222285157,,-1
1222285026,,-1
1222284534,,0
1222278436,,-1
1222297567,,-2
1222297554,,-1
1222297548,,-1
1222297305,,-1
1222297257,,-1
1222280115,,-1
1222280096,,-1
1222278705,,-1
1222282551,,-1
1222282548,,-1
1222278644,,-1
1222279005,,0
1222278904,,0
1222296462,,-1
1222296378,,-1
1222295014,,0
1222290811,,-1
1222295454,,0
1222295253,,-1
1222295252,,0
1222280650,,-1
1222280502,,0
1222300633,,-1
1222304736,,0
1222281006,,0
1222291472,,-1
1222293421,,0
1222296880,,0
1222296640,,0
1222278544,,0
1222278526,,0
1222286183,,-1
1222286172,,-1
1222286171,,-1
1222286157,,-1
1222286136,,-1
1222286062,,-1
1222283326,,0
1222283314,,-1
1222283154,,-1
1222281243,,0
1222294625,,-1
1222302392,,-1
1222290611,,-1
1222290569,,0
1222290563,,0
1222300995,,0
1222300994,,0
1222300992,,0
1222300990,,0
1222300989,,0
1222300987,,0
1222300985,,0
1222300983,,0
1222300982,,-1
1222300968,,0
1222294669,,-1
1222294586,,-1
1222294579,,-2
1222294550,,-1
1222294477,,-1
1222300693,,-1
1222300656,,-1
1222300649,,0
1222300640,,0
1222300636,,-1
1222300635,,-1
1222300512,,-1
1222303525,,-1
1222303490,,-1
1222303443,,-1
1222301457,,-1
1222301454,,-1
1222301447,,-1
1222301423,,0
1222301388,,-1
1222301386,,0
1222301383,,0
1222301382,,-1
1222301372,,-2
1222301371,,-1
1222301357,,-1
1222301342,,-1
1222301341,,-1
1222301340,,-1
1222301327,,0
1222301320,,0
1222301318,,-1
1222301285,,-1
1222292615,,-1
1222284545,,0
1222284497,,-1
1222302900,,0
1222302889,,0
1222302869,,0
1222280582,,-1
1222280551,,-1
1222280550,,-1
1222280549,,-1
1222280546,,-1
1222280533,,0
1222280522,,-1
1222280520,,-1
1222280510,,-1
1222280470,,0
1222279161,,0
1222291092,,-1
1222285616,,0
1222285611,,-1
1222285578,,0
1222283931,,-1
1222283929,,-1
1222283925,,-1
1222283897,,-1
1222283855,,-1
1222301059,,-1
1222303601,,-1
1222303573,,0
1222295273,,-1
1222295235,,0
1222295146,,-1
1222281506,,-1
1222281470,,0
1222281467,,-1
1222281455,,-1
1222281445,,-1
1222281442,,-1
1222281425,,-1
1222281423,,-1
1222281402,,-1
1222281385,,-1
1222281384,,-1
1222289766,,-1
1222300988,,0
1222299550,,-1
1222293536,,0
1222293451,,0
1222293446,,-1
1222293434,,0
1222293427,,-1
1222293396,,-1
1222293347,,0
1222295936,,-1
1222295918,,0
1222295907,,0
1222295906,,-1
1222295871,,-1
1222295864,,0
1222295856,,-1
1222295855,,-1
1222295852,,-1
1222283423,,-1
1222283364,,-1
1222283346,,0
1222278927,,0
1222278917,,-1
1222284268,,-1
1222284248,,0
1222284242,,0
1222284205,,0
1222284125,,0
1222301778,,0
1222280782,,0
1222302312,,-1
1222281999,,-1
1222299113,,0
1222279491,,0
1222279477,,-1
1222279447,,-1
1222279390,,0
1222279359,,-1
1222279345,,0
1222279292,,-1
1222279222,,-1
1222293116,,-1
1222293022,,-1
1222286284,,-1
1222289036,,-1
1222302638,,-1
1222291521,,-1
1222291520,,-1
1222291460,,-1
1222306967,,-1
1222301790,,-1
1222301788,,-1
1222301656,,-1
1222289746,,0
1222282789,,-1
1222310474,,-1
1222281171,,0
1222281149,,0
1222281148,,0
1222294295,,-1
1222294226,,-1
1222294190,,-1
1222294189,,0
1222294147,,-1
1222294146,,-1
1222294107,,-1
1222299301,,0
1222299294,,0
1222295029,,-1
1222294501,,0
1222297230,,0
1222297179,,-1
1222307384,,-1
1222287385,,-1
1222287358,,-1
1222287282,,0
1222287136,,-1
1222301956,,-1
1222302628,,-1
1222302619,ئي,-1
1222294825,,-1
1222294794,,-1
1222291373,,0
1222291322,,-1
1222291321,,-1
1222291278,,-1
1222291277,,-1
1222291263,,-1
1222299922,,-1
1222299872,,-1
1222306578,,-1
1222306555,,-1
1222306530,,-1
1222306520,,-1
1222306512,,-1
1222306498,,-1
1222306474,,-1
1222306354,,-1
1222306352,,-1
1222300313,,-1
1222300243,,-1
1222300216,,0
1222300141,,-1
1222296204,,-1
1222290355,,-1
1222304504,,0
1222299150,,-1
1222299144,,-1
1222299080,,-1
1222298946,,-1
1222286856,,-1
1222286789,,0
1222286721,,0
1222301442,,-1
1222301440,,-1
1222301434,,-1
1222301419,,-1
1222279877,.,-1
1222287730,,-1
1222287727,,0
1222287677,,-1
1222282656,,0
1222282642,,-1
1222309590,,-1
1222309589,,-1
1222309550,,-1
1222309547,,0
1222309527,,-1
1222309503,,-2
1222309369,,-1
1222309351,,-1
1222309298,,-1
1222309224,,-1
1222309209,,-1
1222292371,,0
1222288827,,-1
1222282285,,-1
1222282229,,-1
1222282124,,-1
1222282082,,-1
1222282066,,0
1222296545,,-1
1222303001,,-1
1222302801,,0
1222301243,,-1
1222299378,,-1
1222305608,,0
1222305592,,-1
1222305588,,-1
1222305587,,-1
1222305581,,-1
1222305558,,-1
1222305517,,-1
1222305507,,-1
1222305490,,-1
1222305417,,-1
1222305243,,-1
1222293545,,0
1222293455,,0
1222293321,,-1
1222298927,,0
1222293098,,-1
1222293097,,-1
1222293091,,0
1222293044,,0
1222296016,,-1
1222298874,,-1
1222298649,,-1
1222292785,,-1
1222292763,,0
1222292749,,0
1222292578,,-1
1222293039,,-1
1222293015,,0
1222298371,,-1
1222310015,,-1
1222309920,,0
1222305184,,-1
1222305182,,-1
1222305124,,-1
1222305118,,-1
1222305109,,-1
1222305075,,-1
1222304928,,-1
1222292151,,0
1222306161,,0
1222306043,,-1
1222291509,,-1
1222291467,,0
1222282155,,-1
1222282136,,-1
1222282046,,-1
1222284287,,-1
1222307060,,-1
1222288005,,-1
1222294150,,-1
1222294123,,0
1222294116,,-1
1222294059,,-1
1222310187,,-1
1222310184,,0
1222310141,,-1
1222310130,,-1
1222310096,,-1
1222310084,,-1
1222310079,,-1
1222309997,,-1
1222309963,,-1
1222309932,,-1
1222309876,,-1
1222301596,,-1
1222300544,,-1
1222300367,,-1
1222300365,,-1
1222300363,,-1
1222308904,,0
1222308883,,-1
1222308881,,-1
1222308874,,-1
1222308872,,-1
1222308863,,0
1222308857,,-1
1222308808,,-1
1222308714,,-1
1222300108,,-1
1222300020,,-1
1222299967,,-2
1222299873,,0
1222297779,,0
1222295529,,-1
1222295468,,-1
1222308101,,-1
1222308018,,0
1222307983,,-1
1222307946,,-1
1222289940,,-1
1222289933,,0
1222304454,,-2
1222304437,,0
1222304382,,-1
1222304339,,0
1222304332,,0
1222304326,,0
1222304292,,0
1222288472,,-1
1222305051,,-1
1222304849,,-1
1222307986,,-1
1222281598,,-1
1222281563,,-1
1222298469,,-1
1222298468,,-1
1222304224,,-1
1222304203,,-1
1222302015,,0
1222301977,,-1
1222305824,,-1
1222305806,,-1
1222305792,,0
1222305605,,-1
1222279380,,-1
1222279378,,0
1222279357,,-1
1222279294,,-1
1222284612,,-2
1222289682,,-1
1222296723,,-1
1222296674,,-1
1222296634,,-1
1222296613,,-1
1222296582,,-1
1222308515,,-1
1222308493,,-1
1222308465,,-1
1222280601,,-1
1222295963,,-1
1222303704,,-1
1222306202,,0
1222306053,,-1
1222309903,,-1
1222309848,,-1
1222309847,,-1
1222309823,,-1
1222309822,,0
1222309819,,-1
1222282708,,-1
1222282681,,0
1222295387,,-1
1222295382,,0
1222295113,,-1
1222281335,,-1
1222307715,,-1
1222307672,,-1
1222307555,,-1
1222307491,,-1
1222301128,,-1
1222301121,,-1
1222301098,,-1
1222301045,,-1
1222301016,,-1
1222286015,,-1
1222297154,,-1
1222289453,,-1
1222281870,,-1
1222281866,,-1
1222281747,,0
1222293934,,-1
1222293912,,-1
1222293858,,-1
1222298879,,-1
1222298877,,0
1222298876,,-1
1222298864,,-1
1222298651,,-1
1222298537,,-1
1222287054,,-1
1222303911,,-1
1222303784,,-1
1222279151,,-1
1222279105,,-1
1222294329,,-1
1222287729,,-1
1222309490,,-1
1222308936,,0
1222308903,,-1
1222285827,,-1
1222287411,,-1
1222300704,,-1
1222300703,,-1
1222300700,,-1
1222300695,,-1
1222300626,,-1
1222300518,,-1
1222289744,,0
1222286446,,-1
1222293655,,-1
1222293591,,0
1222287953,,-1
1222287936,,0
1222287935,,0
1222297089,,-1
1222297086,,0
1222297084,,0
1222297070,,-1
1222296995,,-1
1222296808,,-1
1222282361,,-1
1222282245,,-1
1222289049,,-1
1222301892,,0
1222301845,,-1
1222300248,,0
1222282937,,-1
1222290803,,-1
1222290800,,-1
1222299287,,-1
1222299274,,-1
1222290990,,-1
1222290979,,-1
1222290968,,-1
1222290967,,0
1222290935,,-1
1222290901,,0
1222290900,,-1
1222290842,,0
1222290839,,-1
1222302551,,0
1222302515,,-1
1222302449,,-1
1222300935,,-1
1222300911,,-1
1222300889,,-1
1222300887,,0
1222300866,,-1
1222300857,,-1
1222300816,,-1
1222300801,,-1
1222300786,,0
1222294807,,-1
1222294802,,-1
1222294801,,0
1222294795,,-1
1222294742,,0
1222294740,,-1
1222294691,,-1
1222294681,,0
1222294604,,-1
1222290790,,0
1222290749,,-1
1222285648,,-1
1222285642,,-1
1222304514,,-1
1222281045,,-1
1222286857,,-1
1222297361,,-1
1222297340,,-2
1222297269,,-1
1222297244,,-1
1222309281,,-1
1222309119,,-1
1222297512,,0
1222289282,,-1
1222289212,,-1
1222285402,,-1
1222283004,,0
1222292834,,0
1222279791,,0
1222292452,,-1
1222290708,,-1
